FECHA,x,y,MCARI_OSAVI,CI_green,NDRE,NDVI,MCARI_OSAVI_RE,MTCI,TCARI_OSAVI,CCCI_simpl,GNDVI,CCCI,RVI,CIred_edge,TCARI_OSAVI_RE,Altura_PTA,SPAD,N_TOTAL,NO3-NH4,M.O.,P2O5 mg/kg,P2O5 kg/ha,%Humedad,% ARENA,% ARCILLA,% LIMO,CLASE TEXTURAL
10/30/17,673528,2834940,0.011587981,5.24821012,0.317097516,0.837746596,0.219715779,1.119734585,0.496041526,0.870082489,0.723718771,0.027976761,11.35911493,0.92912961,1.563574886,282,49.1,2.5,19.3926915,0.805221557,16.046272,60.17352,23.18677189,65.32,24.68,10,FRANCO ARCILLOSO ARENOSO
11/22/17,672957,2834806,0.051961387,3.692519927,0.197789009,0.764861184,0.229947606,0.615749814,0.778337628,0.72220338,0.648561372,0.258587417,7.511091964,0.493232093,1.827773448,275,42.4,2.34,13.4257095,0.134364508,21.613744,81.05154,19.68627451,61.32,23.04,15.64,FRANCO ARCILLOSO ARENOSO
11/22/17,672969,2834815,0.044679968,3.889213642,0.215157088,0.775042842,0.231830268,0.682183633,0.716414495,0.804785776,0.66030275,0.277593142,7.89534955,0.548351888,1.755302596,290,43.5,2.41,10.4422185,0.470275779,46.976672,176.16252,20.40038132,63.32,23.04,13.64,FRANCO ARCILLOSO ARENOSO
11/22/17,672998,2834846,0.040610015,3.913138461,0.198846134,0.770299316,0.228625916,0.616066883,0.776895507,0.727229834,0.661701091,0.258146505,7.713250208,0.496431855,1.853976643,290,29,2.53,13.4257095,0.738267119,43.265024,162.24384,22.0469681,65.32,19.04,15.64,FRANCO ARENOSO
11/22/17,673010,2834858,0.067502512,3.889119195,0.209117712,0.750030016,0.231837768,0.676621487,0.762153826,0.776069525,0.660373441,0.278820035,7.002565132,0.52883608,1.794097016,275,50.8,2.47,23.867928,1.073628743,54.399968,203.99988,21.18088097,65.32,20.68,14,FRANCO ARCILLOSO ARENOSO
11/22/17,673041,2834886,0.054685023,3.955987949,0.229047719,0.777819324,0.272729616,0.742117815,0.786416185,0.870833492,0.664195497,0.294472858,8.001906071,0.594243715,1.993223767,289,36.9,2.45,20.884437,1.677879816,85.330368,319.98888,24.28203605,67.32,18.68,14,FRANCO ARENOSO
11/22/17,673051,2834898,0.052636133,4.217575736,0.234936604,0.775215967,0.26234087,0.772269494,0.75652527,0.898834177,0.678296566,0.303075269,7.90073706,0.614296415,1.934206069,290,42.8,2.49,22.3761825,1.411109334,51.925536,194.72076,21.14505213,67.32,20.68,12,FRANCO ARCILLOSO ARENOSO
11/22/17,673167,2834590,0.110973908,3.297850164,0.198482807,0.708984433,0.240566581,0.664494262,0.821105518,0.725502271,0.622375737,0.279918535,5.879922883,0.495379762,1.808061556,258,46.1,2.55,35.801892,0.134364508,72.3396,271.2735,23.6023582,63.32,23.04,13.64,FRANCO ARCILLOSO ARENOSO
11/22/17,673199,2834621,0.08612823,3.374552694,0.196910162,0.735706753,0.228659031,0.634401406,0.779927774,0.718024603,0.627839163,0.267615826,6.570637465,0.490485029,1.748558737,263,45.2,2.51,25.3596735,0.470275779,71.102384,266.63394,23.1496063,60.04,23.24,16.72,FRANCO ARCILLOSO ARENOSO
11/22/17,673205,2834630,0.037792479,4.095821889,0.230751096,0.787264123,0.255092048,0.741123001,0.729659547,0.878932766,0.671883903,0.293112329,8.407416121,0.599960591,1.879596337,269,45.8,2.45,25.3596735,0.738267119,62.441872,234.15702,23.87015782,60.04,23.24,16.72,FRANCO ARCILLOSO ARENOSO
11/22/17,673248,2834651,0.062569806,3.914824645,0.221438319,0.765094006,0.25653685,0.71933434,0.778590522,0.834652019,0.661835418,0.289427187,7.51485033,0.569033877,1.911581453,265,45,2.43,25.3596735,2.885953284,106.36304,398.8614,24.20856611,64.04,23.24,12.72,FRANCO ARCILLOSO ARENOSO
11/22/17,673260,2834664,0.076560972,3.633582393,0.206181497,0.746254669,0.236981475,0.666732142,0.776648081,0.762108298,0.644923518,0.27627408,6.883857754,0.519538101,1.802403894,274,49,2.63,29.83491,2.015467626,64.916304,243.43614,23.06291726,62.04,21.96,16,FRANCO ARCILLOSO ARENOSO
11/22/17,673278,2835119,0.101154724,3.290067673,0.188177705,0.722797498,0.237926422,0.606411995,0.855907664,0.676503178,0.621892408,0.260334303,6.216162509,0.463625648,1.871789926,295,40.9,2.18,22.3761825,1.409137725,24.706784,92.65044,19.76169065,79.32,14.68,6,FRANCO ARENOSO
11/22/17,673285,2835129,0.090329718,3.540963237,0.200294176,0.738790472,0.257364932,0.646792613,0.865049579,0.73411504,0.639018943,0.271102965,6.65863053,0.500963585,1.981615126,303,35.7,2.17,26.851419,1.076421853,24.706784,92.65044,19.97679366,81.32,12.68,6,FRANCO ARENOSO
11/22/17,673308,2835151,0.110558994,3.076806984,0.172453893,0.705017412,0.213970027,0.552283166,0.861365671,0.601739004,0.606042178,0.244625144,5.781925507,0.416837499,1.78319108,285,21.9,2.3,20.884437,1.14141402,17.902096,67.13286,16.86245717,81.32,14.68,4,FRANCO ARENOSO
11/22/17,673504,2834908,0.070912557,3.64701087,0.203406035,0.738799901,0.203434568,0.660791235,0.690466671,0.748911426,0.645765402,0.275360327,6.662547226,0.510708361,1.567195697,270,49.2,2.67,22.3761825,1.949064374,30.892864,115.84824,21.2148522,67.32,22.68,10,FRANCO ARCILLOSO ARENOSO
11/22/17,673511,2834937,0.05270186,4.127505525,0.214602909,0.761692631,0.227440228,0.691066619,0.731164018,0.802150754,0.673584181,0.281747383,7.3946088,0.546491249,1.767288363,275,44.5,2.68,23.867928,1.614309724,19.75792,74.0922,46.19258662,67.32,22.68,10,FRANCO ARCILLOSO ARENOSO
11/22/17,673520,2834954,0.041137763,4.18288463,0.216245038,0.772014997,0.226233987,0.689566296,0.714410154,0.809958808,0.676505311,0.280120862,7.776750056,0.551835016,1.757389291,288,26.9,2.51,19.3926915,1.614309724,19.139312,71.77242,24.75064647,65.32,24.68,10,FRANCO ARCILLOSO ARENOSO
