FECHA,x,y,MCARI_OSAVI,CI_green,NDRE,NDVI,MCARI_OSAVI_RE,MTCI,TCARI_OSAVI,CCCI_simpl,GNDVI,CCCI,RVI,CIred_edge,TCARI_OSAVI_RE,Altura_PTA,SPAD,N_TOTAL,NO3-NH4,M.O.,P2O5 mg/kg,P2O5 kg/ha,%Humedad,% ARENA,% ARCILLA,% LIMO,CLASE TEXTURAL
10/05/2017,673223,2834672,0.142032752,8.378344555,0.289372966,0.673577631,0.452387199,1.319181457,1.303022738,0.616364471,0.806334038,0.434581628,5.303099308,0.817362888,3.760665064,78,56.3,3.51,25.47523125,2.620631621,91.666546,343.7495475,25.11095538,64.04,23.24,12.72,FRANCO ARCILLOSO ARENOSO
10/05/2017,673240,2834699,0.153576473,8.774750176,0.284881803,0.70141113,0.50973524,1.174709194,1.503380823,0.597298334,0.813663397,0.407047132,5.747847023,0.798356528,4.278443956,82,52.9,2.53,27.17358,1.881103118,65.809624,246.78609,22.25405922,62.04,21.96,16,FRANCO ARCILLOSO ARENOSO
10/05/2017,673249,2834730,0.095019465,9.283849573,0.26855034,0.745765346,0.561176932,0.990142843,1.706870645,0.52796707,0.822073749,0.360941549,6.967122507,0.735468659,4.898958254,75,51,1.94,25.47523125,1.409982025,47.908678,179.6575425,23.14240113,64.04,21.96,14,FRANCO ARCILLOSO ARENOSO
10/05/2017,673265,2835122,0,10.97107033,0.288274821,0.83514528,0.679531879,0.973580296,1.677843308,0.611702566,0.845041926,0.345468606,11.19856895,0.812636435,5.97843626,79,43.6,2.74,25.47523125,1.208556022,17.41077,65.2903875,15.41615416,79.32,14.68,6,FRANCO ARENOSO
10/05/2017,673292,2835142,0,12.5423497,0.34052598,0.845707083,0.661107097,1.247701311,1.510680876,0.833522158,0.861977677,0.402767875,11.9858609,1.034156106,5.7745084,146,45.6,2.17,27.17358,1.140730539,27.35574,102.584025,14.99795668,81.32,12.68,6,FRANCO ARENOSO
10/05/2017,673310,2835154,0,14.03611717,0.356577451,0.858882701,0.696412642,1.322554588,1.52500557,0.901664784,0.875111911,0.415215309,13.20950508,1.109885981,6.250635757,152,49.5,2.18,25.47523125,0.738267119,19.399764,72.749115,17.93687452,81.32,14.68,4,FRANCO ARENOSO
10/05/2017,673505,2834937,0.073319132,11.27183971,0.340317616,0.779559049,0.470640111,1.400506663,1.221639282,0.832637605,0.849068761,0.437209396,8.143942285,1.038131151,4.065199089,110,55,2.54,28.87192875,1.343913652,22.714754,85.1803275,21.45708583,67.32,22.68,10,FRANCO ARCILLOSO ARENOSO
10/05/2017,673530,2834966,0.076371534,10.94179225,0.337201998,0.775120172,0.455352595,1.404363108,1.187730625,0.819411007,0.844941661,0.436392023,8.012202144,1.026720706,3.927721179,115,55.4,2.26,22.07853375,0.402610778,19.399764,72.749115,20.11738514,65.32,24.68,10,FRANCO ARCILLOSO ARENOSO
10/05/2017,673546,2834987,0.10471017,10.61054927,0.329294302,0.746503748,0.444208235,1.408751629,1.185450483,0.785840798,0.841074057,0.44287755,7.028672308,0.98655742,3.789781123,105,57.3,2.23,25.47523125,0.604882047,39.289704,147.33639,24.21230704,65.32,24.68,10,FRANCO ARCILLOSO ARENOSO
10/10/2017,672967,2834789,0.071702647,4.475983839,0.201560904,0.757157642,0.250625286,0.638651109,0.890822077,0.59271844,0.701062289,0.26611732,7.564040852,0.506326889,2.198626828,130,48.3,2.53,,,,,,61.32,23.04,15.64,FRANCO ARCILLOSO ARENOSO
10/10/2017,672984,2834806,0,5.648006725,0.224761307,0.823663297,0.275174891,0.685513644,0.78895025,0.702200216,0.741411004,0.272921847,10.48344585,0.580542314,2.34900775,129,49.7,2.47,,,,,,63.32,23.04,13.64,FRANCO ARCILLOSO ARENOSO
10/10/2017,673002,2834847,0.001118547,6.351284618,0.242024315,0.843736851,0.284112529,0.743531125,0.700083673,0.777943931,0.757124572,0.287138676,12.13976414,0.639141872,2.362010636,128,54.2,2.46,,,,,,65.32,19.04,15.64,FRANCO ARENOSO
10/10/2017,673006,2834859,0,7.469404554,0.264398974,0.887792487,0.365404372,0.801412513,0.649695728,0.856867006,0.789298704,0.297848873,16.90337822,0.719306881,3.029882422,144,43.9,2.88,,,,,,65.32,20.68,14,FRANCO ARCILLOSO ARENOSO
10/10/2017,673037,2834889,0,7.395494232,0.274842191,0.875654516,0.35040653,0.859523301,0.697765327,0.887376516,0.787387486,0.313906894,15.14068184,0.758938196,2.848963776,124,54.3,2.71,,,,,,67.32,18.68,14,FRANCO ARENOSO
10/10/2017,673049,2834901,0,7.156624794,0.268449153,0.876254574,0.354705797,0.829629821,0.704118902,0.863659577,0.784682187,0.306414563,15.24298224,0.734401238,2.8989236,145,54.2,2.67,,,,,,67.32,20.68,12,FRANCO ARCILLOSO ARENOSO
10/10/2017,673179,2834599,0.159884009,3.083464451,0.146497858,0.624310434,0.173439243,0.497780503,1.073152139,0.408273153,0.611185334,0.232880252,4.479849253,0.346080796,1.999353371,118,54.9,2.65,,,,,,63.32,23.04,13.64,FRANCO ARCILLOSO ARENOSO
